Unnamed: 0.1,Unnamed: 0,title,Label
30134,30134,Russia says critically injures ex-Qaeda leader in Syria; group denies,1
30135,30135,Catalan leader backs mediation to resolve regional crisis,1
30136,30136,"Khamenei says Iran, Turkey must act against Kurdish secession: TV",1
30137,30137,Bangladesh destroys boats ferrying Rohingya from Myanmar,1
30138,30138,Syria's militant ex-Qaeda group denies leader injured in Russian strike,1
30139,30139,Mexico plans aid for Puerto Rico after Hurricane Maria,1
30140,30140,"Abandoned by tourists, Bali town counts cost of Indonesia volcano",1
30141,30141,London's Angel station reopens after suspect package scare,1
30142,30142,London's Angel underground station closed due to security alert,1
30143,30143,UK police alerted to suspect package in London's Islington area,1
30144,30144,'It's time to talk': EU again urges dialogue in Spain,1
30145,30145,Islamic State claims deadly attack on court in Libya's Misrata,1
30146,30146,First German immigration law on agenda as Merkel seeks coalition,1
30147,30147,Eastern Europe's nationalists feel vindicated by German vote,1
30148,30148,EU executive steps up action against Hungary over NGO law,1
30149,30149,Putin says military strike against North Korea not sure to succeed,1
30150,30150,Trump and Japan's Abe agree to keep pressure on North Korea,1
30151,30151,Iran sentences member of nuclear negotiating team to five years in jail: Tasnim,1
30152,30152,Search ends for bodies in Mexico City after earthquake,1
30153,30153,"U.N. panel calls on North Korea to end torture, child labor",1
30154,30154,Tension grips Nigerian city as separatist leader goes missing,1
30155,30155,Nigeria anti-graft agency rejects ex-first lady's 'witch-hunt' accusation,1
30156,30156,Italian government gets economy bill through Senate despite friction,1
30157,30157,Turkish judge finds 42 soldiers guilty of trying to kill Erdogan,1
30158,30158,Putin says Trump is listening to Russia's views on North Korea crisis,1
30159,30159,Russia's Putin says hasn't decided if he will run in 2018 election,1
30160,30160,Jailed Kremlin critic calls on Russians to protest on Putin's birthday,1
30161,30161,"Prankster, coughing fits mar Theresa May’s speech to activists",1
30162,30162,Mohammed Dahlan speaks about Palestinian unity and his back-room role,1
30163,30163,EU's Juncker courts eurosceptic easterners with dinner invite,1
30164,30164,Venezuela's Maduro thanks Putin for support in difficult times,1
30165,30165,Putin tells Maduro: we'll keep cooperating with you on economy,1
30166,30166,"Russia raps Canada's Magnitsky bill, ready to retaliate",1
30167,30167,"Ireland moots possible special post-Brexit arrangements for itself, Northern Ireland",1
30168,30168,"UK employers, already on edge over Labour, worry about May's 'tinkering'",1
30169,30169,"Strong chances of Brexit no deal, but UK government may collapse: Scottish minister",1
30170,30170,Russia says IS attacks in Syria come from location near U.S. forces,1
30171,30171,City of Oxford strips Aung San Suu Kyi of human rights award,1
30172,30172,Top ANC official says party must act against corrupt members,1
30173,30173,Catalan head says already feels like the president of a free country: interview,1
30174,30174,Swedish court orders Bombardier employee to be released from custody,1
30175,30175,Catalan business lobby says worried by any declaration of independence,1
30176,30176,Britain's Boris Johnson jokes about dead bodies in Libya,1
30177,30177,Russia investigating IS claim about Russian hostages: RIA,1
30178,30178,Aid groups seek $434 million to help up to 1.2 million Rohingya Muslims fleeing Myanmar,1
30179,30179,Putin: Russia-U.S. ties may improve through joint fight against terror,1
30180,30180,"Iran says Tehran, Ankara to confront disintegration of Iraq, Syria: TV",1
30181,30181,Turkey to take stronger steps in response to Iraqi Kurdish referendum: Erdogan,1
30182,30182,Irish PM prefers May abortion referendum to maximize student vote,1
30183,30183,German prosecutors accuse former far-right party leader of perjury,1
30184,30184,"Saudi king leaves for Moscow, crown prince in charge",1
30185,30185,State workers protest in Romania over social security payment shift,1
30186,30186,Philippines' Duterte takes aim at graft agency head for query on his wealth,1
30187,30187,"Putin, on Iraqi Kurdistan, says Moscow handles situation with care",1
30188,30188,Mood sours in ethnically split Cyprus over aid convoy spat,1
30189,30189,Prankster interrupts British PM May's keynote party speech,1
30190,30190,"May confident of winning Brexit deal that works for Britain, EU",1
30191,30191,Islamic State claims responsibility for attack in Libyan city of Misrata: statement,1
30192,30192,Iraqi forces in final assault to take Hawija from Islamic State,1
30193,30193,British PM May's voice repeatedly fails in keynote speech,1
30194,30194,OSCE watchdog criticizes German social media law as too broad,1
30195,30195,"Tanzanian president discloses salary, one of lowest among African leaders",1
30196,30196,UK PM May: We must fight for the political mainstream,1
30197,30197,The Reuters Graphic: The threat from Bali's angry volcano,1
30198,30198,East Timor president swears in first minority government,1
30199,30199,Rwanda charges critic of president with inciting insurrection,1
30200,30200,Exclusive: Cambodian opposition leader calls for sanctions on leadership,1
30201,30201,Germany: Rule of law must hold in Spain,1
30202,30202,Independence or bust: Catalan leader boxed in by his own angry base,1
30203,30203,Pro-independence parties want Catalan parliament to discuss independence on Monday: report,1
30204,30204,"Trump praises response to Puerto Rico, says crisis straining budget",1
30205,30205,Europe will do everything to preserve Iran nuclear deal: EU diplomat,1
30206,30206,Scooter fire in western Paris triggers Jordan explosion scare,1
30207,30207,"Mongolia names biker enthusiast PM, kick-starting IMF rescue package",1
30208,30208,U.N. experts on women and children's rights decry Myanmar atrocities,1
30209,30209,Spain's King condemns Catalan leaders as thousands take to streets,1
30210,30210,Spain's high court calls head of Catalan police to testify,1
30211,30211,"Bomb blast in southeast Turkey kills four soldiers, wounds four: governor",1
30212,30212,"Majority of Germans want Merkel's conservatives, FDP, Greens to form govt",1
30213,30213,"Trump, Japan PM Abe to hold phone talks Wednesday: source",1
30214,30214,Rohingya refugees scoff at Myanmar's assurances on going home,1
30215,30215,Mattis says will try to work with Pakistan 'one more time',1
30216,30216,Trump says Puerto Rico's debt will have to be wiped out,1
30217,30217,White House to request $29 billion for hurricane relief,1
30218,30218,"Bombardier dispute risks Northern Irish peace, Ireland to tell U.S.",1
30219,30219,Death toll in Puerto Rico from Hurricane Maria more than doubles to 34,1
30220,30220,Somali man charged in Canada attack was ordered deported from U.S.,1
30221,30221,UK Prince Charles's tour of southeast Asia leaves out Myanmar,1
30222,30222,Defense Secretary Mattis suggests sticking with Iran nuclear deal,1
30223,30223,White House finalizing $29 billion request for disaster aid: AP,1
30224,30224,Saudi Arabia names Nabeel al-Amudi transport minister,1
30225,30225,France to lead investigation into A380 engine explosion,1
30226,30226,"Storms to challenge Puerto Rico, Virgin Islands' credit quality: Moody's",1
30227,30227,Puigdemont says Catalonia to declare independence in 'matter of days': BBC,1
30228,30228,Greece overcomes forestry setback to develop Athens coastal resort,1
30229,30229,"Trying to reset agenda, UK's May sets out to tackle social injustice",1
30230,30230,Draft U.N. blacklist names Saudi coalition for killing children in Yemen,1
30231,30231,Boris Johnson gives PM May advice on Brexit while parading loyalty,1
30232,30232,"EU parliament mauls UK's Brexit progress, May urged to 'sack Boris'",1
30233,30233,Russia threatens retaliation over U.S. 'break-in' at consulate,1
30234,30234,France backs tough anti-terrorism bill after wave of attacks,1
30235,30235,Trump says Puerto Rico has thrown budget 'out of whack',1
30236,30236,House Speaker Ryan expects more emergency relief for hurricanes: Fox,1
30237,30237,Sen. McConnell says expects Puerto Rico funding request by mid-October,1
30238,30238,Democratic Senator Schumer to Trump: Stop blaming Puerto Ricans,1
30239,30239,U.S. denies breaking into Russian diplomatic apartments in San Francisco,1
30240,30240,Dutch defense minister resigns over peacekeepers' deaths in Mali,1
30241,30241,Spain's King Felipe says committed to Spanish unity amid Catalan crisis,1
30242,30242,Mattis says Iran 'fundamentally' in compliance with nuclear deal,1
30243,30243,Turkey should follow West's lead on rights: author Orhan Pamuk,1
30244,30244,Poles dressed in black march in defense of women's rights,1
30245,30245,Vatican vows to seek truth about diplomat in child pornography case,1
30246,30246,UK PM May says Brexit will not mean a hard border with Ireland,1
30247,30247,Macron fights 'president of the rich' tag after ending wealth tax,1
30248,30248,Law to let Museveni extend rule brought to Ugandan parliament,1
30249,30249,"Iranian foreign minister urges regional cooperation after returning from Oman, Qatar",1
30250,30250,Balkan leaders back Serbia's bid to join European Union,1
30251,30251,Iraq steps up retaliation against Kurdish independence vote with dollar ban,1
30252,30252,EU's diplomatic back channel in Pyongyang goes cold,1
30253,30253,"EU talks going well, but there's too much gloom: UK's foreign minister",1
30254,30254,"Saudi king heads to Russia, with oil, investment and Syria on agenda",1
30255,30255,Trade in focus at hearing for Trump's nominee as ambassador to India,1
30256,30256,Joy and relief greet Puerto Rico fuel deliveries after hurricane,1
30257,30257,French union rank and file urge their bosses to put pressure on Macron,1
30258,30258,Iraqi Kurds face more sanctions after calling elections,1
30259,30259,Austria's Social Democrats urge Facebook to unmask people behind smear campaign,1
30260,30260,"Uzbekistan releases dissident, arrests another",1
30261,30261,Palestinian cabinet convenes in Gaza in move to reconcile with Hamas,1
30262,30262,Kurdish rebel leader Talabani sought Iraqi unity as president,1
30263,30263,U.S. to decide soon on future of Taliban office in Qatar,1
30264,30264,Spanish court grants U.S. extradition for Russian hacking suspect,1
30265,30265,"Tensions, talks, courts: three scenarios for Spain-Catalonia stand-off",1
30266,30266,Serbia accuses world of double standards over Catalonia and Kosovo,1
30267,30267,Islamic State releases video it says shows two Russians captured in Syria,1
30268,30268,Russian military denies report IS captured Russian soldiers in Syria: Ifax,1
30269,30269,Refugees' health problems in Greece mostly unmet: medical charity,1
30270,30270,Turkey seeks to isolate Syria Idlib jihadists opposing truce,1
30271,30271,Five detained over wired explosives found in posh Paris neighborhood,1
30272,30272,Indian tycoon Mallya appears in UK court on new money-laundering accusations,1
30273,30273,Kurdish leader and ex-Iraqi president Jalal Talabani dies: state TV,1
30274,30274,"Opposition leader's deputy flees Cambodia, fearing for safety",1
30275,30275,"Britain is ready to walk away with no deal on Brexit, Davis says",1
30276,30276,Grenades thrown at homes of Ugandan MPs opposed to extending president's rule,1
30277,30277,"U.N. says 78,000 civilians could be trapped in Iraq's Hawija",1
30278,30278,"Israel sees Assad winning Syria war, urges more U.S. involvement",1
30279,30279,Britain to limit acid sales after steep rise in assaults,1
30280,30280,Iraq parliament votes to halt transactions with Kurdistan: state TV,1
30281,30281,U.S. calls on Russia to release Crimean dissident: State Dept,1
30282,30282,"Skirting Kurdish issue, France says Iraq's Abadi Paris visit to boost ties",1
30283,30283,Pakistani activist targeted by blast vows to maintain effort to rein in Taliban,1
30284,30284,"New 'walls' now divide Germany, president says",1
30285,30285,Young migrants face more dangers after reaching Italy,1
30286,30286,Factbox: Main elements in France's counter-terrorism bill,1
30287,30287,Sinn Fein eyes Northern Ireland power-sharing deal by end October,1
30288,30288,University of Nairobi closed as anger rises over police brutality,1
30289,30289,Four killed as militants attack airport security camp in Indian-controlled Kashmir,1
30290,30290,"In latest twist in Japan election drama, Tokyo's Koike says won't seek seat",1
30291,30291,Belgium withdraws residence permit of 'Salafist' Saudi imam,1
30292,30292,"Japan accepts 3 refugees in first half of 2017, despite record asylum seekers",1
30293,30293,Kremlin tells supporters of detained critic Navalny to shun illegal protests,1
30294,30294,Report on MH370 finds 'initially similar' route on pilot's flight simulator,1
30295,30295,Islamic State claims attack on Damascus police station,1
30296,30296,Catalan leader calls for international mediation in Madrid stand-off,1
30297,30297,Catalans should be allowed to determine their own future-Scottish govt,1
30298,30298,Pakistan's ousted PM Sharif 'back with full force' as party chief,1
30299,30299,Philippine police chief says won't stop cops from seeking church sanctuary,1
30300,30300,Britain's May says does not set 'red lines' for ministers' behavior,1
30301,30301,More than half of eligible Australians have so far voted in same-sex marriage ballot,1
30302,30302,Australia to fit warships with anti-missile defense systems,1
30303,30303,Top Myanmar official says 'young democracy' facing challenges,1
30304,30304,Palestinian prime minister visits Gaza in move to reconcile with Hamas,1
30305,30305,U.S. Supreme Court rejects New Zealand-based internet mogul's appeal,1
30306,30306,Venezuela's Maduro approval rises to 23 percent after Trump sanctions: poll,1
30307,30307,"Brazil's largest ever corruption probe nearing its end, judge says",1
30308,30308,Ecuador judge orders arrest of vice president in Odebrecht probe,1
30309,30309,"No-one can wreck our democracy, Schaueble tells Germans",1
30310,30310,Civilians among dozens of casualties from clashes in Libyan smuggling hub,1
30311,30311,Agencies dither over who leads A380 engine explosion probe,1
30312,30312,Egypt arrests dozens in crackdown on gays,1
30313,30313,U.S. travel restrictions jeopardize rare exchanges with North Koreans,1
30314,30314,Trial of alleged ringleader of Benghazi attack begins in Washington,1
30315,30315,Canada defends refugee system as Somali immigrant charged in attack,1
30316,30316,At least 17 killed in Cameroon separatist clashes: Amnesty,1
30317,30317,State crackdown fuels independence push in Anglophone Cameroon,1
30318,30318,"As sanctions bite, North Korean workers leave Chinese border hub",1
30319,30319,Two women deny murdering North Korean leader's half-brother,1
30320,30320,Russian firm provides new internet connection to North Korea,1
30321,30321,U.S. will only talk to North Korea about freeing U.S. citizens: White House,1
30322,30322,Cambodia's detained opposition leader denies treason charges,1
30323,30323,London's East Croydon station to reopen after security check: police,1
30324,30324,Spain's Rajoy wants to work with other parties on Catalan question,1
30325,30325,Explosion wounds five Bahraini policemen: agency,1
30326,30326,Pakistan's ruling party nominates ousted PM Sharif to lead it,1
30327,30327,"In rare official appearance, Oman's ruler meets Iranian minister",1
30328,30328,Kremlin critic Navalny jailed for third time this year,1
30329,30329,"Post-election, critics hope Germany's hate speech law can be revised",1
30330,30330,"Iran sends tanks to border with Iraq's Kurdish region, Kurdish official says",1
30331,30331,'Just talk': Belgium offers Spain relationship advice,1
30332,30332,Uzbek dissident denies anti-government propaganda charges,1
30333,30333,"Bangladesh, Myanmar agree to draw up plan for refugee repatriation: minister",1
30334,30334,Myanmar tells U.N. Rohingya refugees can return from Bangladesh,1
30335,30335,U.S. urges EU hopeful Albania to get tough with 'big fish' of crime,1
30336,30336,Business as usual for Thai tourism despite royal funeral this month,1
30337,30337,Boris and Brexit sour British PM Theresa May's party in Manchester,1
30338,30338,Factbox: How Catalan autonomy stacks up against other regions,1
30339,30339,Deadly twin suicide attack hits Damascus police station,1
30340,30340,Merkel's Bavarian allies insist on conservative unity before coalition talks,1
30341,30341,Some German parties reject far-right's candidate for parliamentary post,1
30342,30342,"Mozambique's President Nyusi to run for re-election, promises peace",1
30343,30343,Police fire teargas at Kenyan vote protesters,1
30344,30344,"EU urges Spain to talk to Catalans, condemns violence",1
30345,30345,Iraqi forces seize air base from Islamic state near Hawija,1
30346,30346,"Capitalism is the only way, UK finance minister says in challenge to Labour",1
30347,30347,"Islamic State hostages, strongholds stand between U.S.-backed forces and Raqqa's capture",1
30348,30348,Police order Berlin district evacuation after WW2 bomb find,1
30349,30349,Saudi king to start Russia visit on Thursday: state news agency,1
30350,30350,U.S. service member killed in Iraq IED blast: Pentagon,1
30351,30351,Hungary's opposition Socialists lose PM candidate ahead of 2018 vote,1
30352,30352,France's Macron backs Spain's constitutional unity in call to PM Rajoy,1
30353,30353,EU's Tusk appealed to Rajoy to avoid escalation in Catalonia,1
30354,30354,Saudi women can drive at last but some say price is silence,1
30355,30355,"Uzbek dissident released from jail, still faces charges",1
30356,30356,Denmark to send 55 soldiers to Kabul after deadly attack on convoy,1
30357,30357,Former leader of Germany's far-right planning to found new party,1
30358,30358,UK still hopeful of moving EU talks onto future ties: junior minister,1
30359,30359,Run or wait? Tokyo's Koike faces dilemma ahead of Oct. 22 poll,1
30360,30360,World Food Programme cuts rations for refugees in Kenya,1
30361,30361,Sri Lanka arrests Buddhist monk after protest against Rohingya Muslims,1
30362,30362,"Most Filipinos believe drug war kills poor people only, survey shows",1
30363,30363,Islamic State torches oil wells in northern Iraq: officials,1
30364,30364,"Saudi sovereign fund to develop holy sites in Mecca, Medina",1
30365,30365,Police questioned suspect in Marseille knife killings prior to attack,1
30366,30366,Hard choices for Syrian industrialists in ruins of Aleppo,1
30367,30367,Catalan commission to investigate claims of abuse during banned referendum,1
30368,30368,Two-thirds of Germans see persistent east-west divisions: poll,1
30369,30369,"U.N. rights boss seeks probe into Catalonia violence, political talks",1
30370,30370,"Germany's Gabriel calls for talks between Catalonia, Spain",1
30371,30371,France urges all sides in Cameroon to show restraint after eight killed,1
30372,30372,Ranks of world's refugees swell as asylum space shrinks: U.N.,1
30373,30373,Air strike kills seven Hezbollah fighters in Syria-sources,1
30374,30374,Russian security service says dismantles Islamic State sleeper cell,1
30375,30375,Trump to top U.S. diplomat: Don't bother talking to North Korea,1
30376,30376,Marseille attack suspect had shown Tunisian passport to police: prosecutor,1
30377,30377,Catalonia government says 893 injured in clashes during banned referendum,1
30378,30378,Germany on Catalonia independence vote: Separatism doesn't solve problems,1
30379,30379,Merkel's conservatives tied with SPD ahead of state vote: poll,1
30380,30380,"Bangladesh, Myanmar agree on 'working group' for refugee plan: minister",1
30381,30381,Kyrgyzstan in talks on hosting second Russian military base: PM to agency,1
30382,30382,"Catalonian vote is matter for Spain, Britain urges restraint",1
30383,30383,Cambodia's Hun Sen urges arrests of opposition 'rebels in the city',1
30384,30384,Britain frustrated by slow pace of Brexit talks: finance minister,1
30385,30385,"Somali refugee faces terror charges in Canada stabbing, car attacks",1
30386,30386,New Zealand's 'kingmaker' to start talks with both major parties this week,1
30387,30387,Egypt's Hasm militants claim attack targeting Myanmar embassy,1
30388,30388,Canadian Sikh politician wins race to lead federal New Democrats,1
30389,30389,Catalan leader opens door to secession from Spain after vote,1
30390,30390,Canadian police say suspect in Edmonton attacks is Somali national,1
30391,30391,"One eve of Gaza reconciliation, Hamas frees Fatah men",1
30392,30392,'No rules': Russian activist's death a symbol of pre-election violence,1
30393,30393,Catalan government says 90 percent voted to leave Spain,1
30394,30394,Argentines march to demand answers on case of missing activist,1
30395,30395,"From batons to barbecues, Catalan vote exposes police divisions",1
30396,30396,Catalonia chief opens door to declaration of independence,1
30397,30397,Knifeman yelling 'Allahu Akbar' shot dead after killing two in France,1
30398,30398,Islamic State claims Marseille knife attack that killed two people,1
30399,30399,Over 840 people injured in Catalonia during referendum: Catalonia regional government,1
30400,30400,"Pro-independence groups, unions call for general strike Oct. 3 in Catalonia",1
30401,30401,Barca closed soccer stadium to show support for Catalan voters: Bartomeu,1
30402,30402,"Under pressure, PM May says she can steer Britain through Brexit",1
30403,30403,There was no independence referendum in Catalonia today: Spain PM,1
30404,30404,Venezuela blasts Spain's Rajoy over 'repression' in Catalonia,1
30405,30405,"Gibraltar very concerned by violence in Catalonia, chief minister says",1
30406,30406,At least eight dead amid Cameroon Anglophone protests,1
30407,30407,Britain worried by violence in Catalonia but says vote was not constitutional: Johnson,1
30408,30408,Britain's Boris Johnson says completely loyal to PM May,1
30409,30409,Port in Libya's Benghazi reopens after three-year closure due to clashes,1
30410,30410,Afghan security forces killed in 'friendly fire' incident,1
30411,30411,Chastened Merkel faces pressure to embrace Macron on Europe,1
30412,30412,Anti-government chants ring out on anniversary of Ethiopian festival deaths,1
30413,30413,"Britain will leave EU single market, customs union as one nation-minister",1
30414,30414,Over 460 people injured in Catalonia during referendum: Barcelona mayor,1
30415,30415,Catalan leader accuses Spain of 'unjustified violence' in referendum crackdown,1
30416,30416,Pro-business parties try to hem German Greens in with red lines,1
