Unnamed: 0.1,Unnamed: 0,title,Label
25058,25058,Russian air strikes kill 21 in eastern Syria: monitor,1
25059,25059,Thai court jails man for 27 years over Bangkok hospital bomb,1
25060,25060,Czech president appoints Andrej Babis as new prime minister,1
25061,25061,French court demands 40 million euro bail for Russian lawmaker,1
25062,25062,Arab League to hold emergency meeting on Jerusalem on Saturday,1
25063,25063,Factbox: EU Commission proposals on euro zone reform,1
25064,25064,Abu Dhabi Crown Prince offers condolences to exiled son of slain Yemeni ex-leader in UAE,1
25065,25065,Briton accused of terrorism offences posted picture of Prince George: court,1
25066,25066,Man appears in court accused of trying to kill British PM May,1
25067,25067,Greek top court to decide Dec. 13 on Russia cyber suspect extradition,1
25068,25068,Hungary charges Jobbik MEP with spying on EU for Russia,1
25069,25069,"PM May working towards EU summit, progress made in talks - spokesman",1
25070,25070,UK PM May's spokesman warns against 'speculating' that money involved in DUP Brexit row,1
25071,25071,France says Syrian government obstructing peace talks,1
25072,25072,London mayor calls for UK apology over colonial-era massacre in India,1
25073,25073,SPD leader promises to push Germany to embrace Macron,1
25074,25074,"In break with decades of U.S. policy, Trump to recognize Jerusalem as Israel's capital",1
25075,25075,"PM May to speak to Trump on Jerusalem, says its status should be determined by negotiation",1
25076,25076,North Korea boats off Japan spark spy scare; but some suspect just luckless fishermen,1
25077,25077,"Respect 'status quo' of Jerusalem, says Pope in response to Trump move",1
25078,25078,Trump undermining stability with Jerusalem move: Germany's Schulz,1
25079,25079,"Christine Keeler, woman at the centre of Britain's biggest sex scandal, dies",1
25080,25080,"German trains collide near Duesseldorf, several people injured",1
25081,25081,Australia's High Court to rule in new citizenship test case,1
25082,25082,Man appears in court accused of plotting to kill British PM May,1
25083,25083,U.S. recognition of Jerusalem as capital important for Israel: minister,1
25084,25084,"U.S. plan to move Israel embassy sign of 'failure', Iran's leader says",1
25085,25085,Britain urges U.S. to come forward with Mideast peace plan,1
25086,25086,Kremlin: U.S. embassy move to Jerusalem may further worsen Israel-Palestinian relations,1
25087,25087,No comment on Trump's Jerusalem move from Netanyahu in first speech,1
25088,25088,China says Trump plan to move embassy in Israel could spark 'new hostility',1
25089,25089,"Greece, Turkey seek closer ties with Erdogan visit, but no quick fixes",1
25090,25090,"Myanmar forces may be guilty of genocide against Rohingya, U.N. says",1
25091,25091,Turkey warns U.S. that Jerusalem embassy move is 'grave mistake',1
25092,25092,Zimbabwe court again postpones former finance minister's bail hearing,1
25093,25093,"Germany, France warn citizens in Jerusalem amid planned U.S. recognition",1
25094,25094,Turkey says declaring Jerusalem Israel's capital will start 'fire with no end in sight',1
25095,25095,Syrian government condemns U.S. Embassy move to Jerusalem: SANA,1
25096,25096,"Lebanon's Hariri rescinds resignation, drawing line under crisis",1
25097,25097,Palestinian envoy says U.S. recognition of Jerusalem is 'declaring war',1
25098,25098,British foreign secretary 'concerned' about planned U.S. recognition of Jerusalem,1
25099,25099,"Bomb blast kills nine people in Pakistan, near Afghan border",1
25100,25100,Russian lawmakers vote to bar entry to reporters of U.S. media,1
25101,25101,China calls for restraint after a U.S. B-1B bomber flies over Korean peninsula,1
25102,25102,Iran denies U.S. accusation of destabilizing the region,1
25103,25103,Cambodia's Sam Rainsy to be sued over 'treasonous' call to soldiers: PM,1
25104,25104,"UK Labour Party wants to leave single market, customs union option open after transition",1
25105,25105,Chinese state media takes praise for leader to new heights as Xi tightens grip,1
25106,25106,China accuses Australia of paranoia over foreign influence laws,1
25107,25107,Bone fragments found in Mexico to be tested for DNA links,1
25108,25108,Honduras opposition proposes election recount or run-off,1
25109,25109,Mexican army hit by execution finding as Senate mulls new military powers,1
25110,25110,South Korean President Moon to visit China Dec. 13-16: Xinhua,1
25111,25111,Sisi cautions Trump against 'complicating' matters in Middle East: Egyptian presidency,1
25112,25112,Big-money gamblers face new scrutiny at British Columbia casinos,1
25113,25113,Yemen humanitarian situation likely to worsen with Saleh death: Mattis,1
25114,25114,Britain needs 'new paradigm' for financial services trade with EU: Hammond,1
25115,25115,Ireland might consider adding to Brexit border text: Irish Times,1
25116,25116,Three charged in Malta for murder of anti-corruption journalist,1
25117,25117,U.N. pushing sharp increase in migrant returns from Libya,1
25118,25118,Bus bomb kills eight in Syria's Homs city: state media,1
25119,25119,White House confirms Trump discussed Jerusalem with Mideast leaders,1
25120,25120,Paraguay Congress legalizes planting of medical marijuana,1
25121,25121,"Shoot-out between Colombia rebels kills 13, government says",1
25122,25122,Trump to deliver remarks on decision on Jerusalem embassy: White House,1
25123,25123,Venezuela's U.N. envoy says he was pushed out by Maduro,1
25124,25124,Venezuela's former ambassador to U.N. leaves the United States: source,1
25125,25125,U.N. envoy not carrying U.S. government message on North Korea visit: U.S. official,1
25126,25126,U.S. consulate in Jerusalem issues security message after reports of Trump move on embassy,1
25127,25127,Jordan's king warns Trump over moving U.S. embassy to Jerusalem: palace,1
25128,25128,Pentagon evaluating U.S. West Coast missile defense sites: officials,1
25129,25129,Nigeria's Senate to probe police brutality allegations,1
25130,25130,'Deadline of deadlines' in Brexit divorce talks this week,1
25131,25131,Countdown to Brexit breakthrough?,1
25132,25132,Saudi says most people detained in anti-corruption sweep have settled,1
25133,25133,Saudi king warns Trump against U.S. embassy move to Jerusalem: agency,1
25134,25134,Russia designates Radio Free Europe and Voice of America as 'foreign agents',1
25135,25135,"After Africa trip, France's Macron breaks 50 percent popularity rating",1
25136,25136,U.S. Embassy move can be done in 'two minutes': Jerusalem mayor,1
25137,25137,"Jordan to convene Arab League, OIC meetings over Trump's Jerusalem moves: foreign minister",1
25138,25138,Spain withdraws international arrest warrant for former Catalan leader,1
25139,25139,Gulf rulers boycotting Qatar skip annual summit,1
25140,25140,"Poland's PiS may sack PM Szydlo, replace with finance minister: sources",1
25141,25141,"Coalition says fewer than 3,000 IS fighters remain in Iraq and Syria",1
25142,25142,Exiled son of Yemen's Saleh takes up anti-Houthi cause,1
25143,25143,Russian long-range bombers hit Islamic State targets in Syria: agencies,1
25144,25144,"Abbas asks Pope, world powers, to intervene against U.S. Embassy move: spokesman",1
25145,25145,Russia's Putin tells Palestinians' Abbas he supports talks on Jerusalem - Kremlin,1
25146,25146,Britain says 'conceivable' Manchester attack might have been stopped,1
25147,25147,Trump speaks with Palestinian leader Abbas - source,1
25148,25148,"U.N. rights forum condemns crimes against Rohingya, seeks access, justice",1
25149,25149,'Expats go home': Amsterdam's visitor boom angers locals,1
25150,25150,Britain's Labour says May should consider keeping UK in EU customs union and single market,1
25151,25151,"Italy police arrest woman mafia boss, 24 others in Palermo dragnet",1
25152,25152,Northern Irish DUP says it told UK it could not accept Brexit deal text,1
25153,25153,Trump tells Abbas intends to move embassy to Jerusalem: Abbas spokesman,1
25154,25154,Iraq accused of violating due process for Islamic State suspects,1
25155,25155,"Trump speaking by phone with Israel's Netanyahu, Jordan king, Abbas: White House",1
25156,25156,Iraq opposed to U.S. recognition of Jerusalem as Israeli capital,1
25157,25157,Spain makes largest cocaine bust in 18 years,1
25158,25158,Turkey investigates reports that folk dancers sought asylum,1
25159,25159,Arab League says U.S. should not take measures that alter Jerusalem status: MENA,1
25160,25160,German police raid flats in hunt for G20 rioters,1
25161,25161,Turkish academics to be tried in April over Kurdish letter,1
25162,25162,Spain's Rajoy says he expects next phase of Brexit talks soon,1
25163,25163,Austria's supreme court paves way for same-sex marriage from 2019,1
25164,25164,U.N. rights boss urges Mexico not to enshrine army's role,1
25165,25165,Northern Irish DUP says will not accept divergence between North Ireland and rest of UK,1
25166,25166,Support for anti-immigration Sweden Democrats tumbles: poll,1
25167,25167,Mexico presidency hopeful eyes tax cuts to counter Trump reform,1
25168,25168,Iran asks Muslims to disrupt Israeli ties in region: TV,1
25169,25169,"U.N. says fighting stops in Sanaa, Saleh funeral expected",1
25170,25170,"Toll in Sanaa fighting rises to 234 killed, 400 wounded: ICRC",1
25171,25171,German broadcasters won't promote ex-Pink Floyd frontman's concerts over anti-Semitism accusations,1
25172,25172,Australia MPs rush to disclose parentage amid citizenship crisis,1
25173,25173,Romania's former king Michael dies in Switzerland at age of 96,1
25174,25174,Germany must stop relying on U.S. for foreign policy: foreign minister,1
25175,25175,Afghan suspect arrested in Germany over migrant deaths at sea,1
25176,25176,London security alert ends as package ruled non-suspicious,1
25177,25177,Saudi Arabia hopes U.S. will not recognize Jerusalem as capital of Israel,1
25178,25178,Turkey detains 17 people in investigation related to gold trader Zarrab: agency,1
25179,25179,Former Egypt interior minister Habib al-Adly arrested: security sources,1
25180,25180,Finland suspects Russian aircraft violated airspace,1
25181,25181,EU court adviser says Britain was wrong to refuse transgender woman's pension,1
25182,25182,Myanmar says working to ensure returns of Rohingya refugees,1
25183,25183,"South Korea, U.S. kick off large-scale air exercise amid North Korean warnings",1
25184,25184,"Australia, citing concerns over China, cracks down on foreign political influence",1
25185,25185,Germans see Trump as bigger problem than North Korea or Russia,1
25186,25186,Turkey could break off ties with Israel over Jerusalem: Erdogan,1
25187,25187,"After Brexit deal crumbles, Britain's May to speak to Northern Irish party",1
25188,25188,Britain's Hammond says 'very confident' of deal on Brexit talks,1
25189,25189,Erdogan says Turkey will destroy those in Syria linked to Kurdish militants,1
25190,25190,Russia expects new sanctions to further sour its ties with U.S. in 2018: RIA,1
25191,25191,Stopping militancy spread in ASEAN a priority for Singapore: minister,1
25192,25192,Arab League says death of Saleh risks 'explosion' in Yemen: MENA,1
25193,25193,Top al-Qaeda leader killed in eastern Afghanistan,1
25194,25194,Philippines' Duterte orders police to provide active support in drug war,1
25195,25195,U.S. focus on internal issues will change world order: Germany,1
25196,25196,"Saudi has completed main wave of arrests in anti-graft purge, minister says",1
25197,25197,"Russia's Lavrov, U.S. Tillerson to discuss North Korea in Vienna: RIA",1
25198,25198,"Rebel Honduran police ignore curfew order, election protesters rejoice",1
25199,25199,"New Zealand foreign minister praises China ties, damps fears of protectionism",1
25200,25200,Macau suspends pro-democracy lawmaker as critics protest,1
25201,25201,U.N. political affairs chief to visit North Korea this week,1
25202,25202,Japan wants missiles with enough range to strike North Korea: sources,1
25203,25203,Leftist leader backs Guillier in Chile's run-off presidential election,1
25204,25204,U.N. rights team warns Mexico of 'crisis' in journalists' safety,1
25205,25205,"Brazilian prosecutor accuses ex-minister, congressman of money laundering: media",1
25206,25206,Construction executives detained in Peru in graft probe,1
25207,25207,Support for Brazil's pension reform more organized: lawmaker,1
25208,25208,OAS says Honduran vote results in doubt due to 'irregularities',1
25209,25209,'Kiss of death' to two-state solution if Jerusalem declared Israel capital: PLO envoy,1
25210,25210,Israeli missiles target Syrian military facility near Damascus: Syrian state media,1
25211,25211,German SPD to start talks with Merkel next week if members agree,1
25212,25212,France's Macron tells Trump concerned over Jerusalem plans,1
25213,25213,"Saudi says U.S. announcement on Jerusalem to hurt peace process, heighten tensions",1
25214,25214,Swiss to return $321 million in stolen funds to Nigeria,1
25215,25215,U.S. calls on Yemen's warring factions to re-energize talks,1
25216,25216,Lebanon's Hariri to meet major powers in Paris,1
25217,25217,Lebanon's cabinet to meet Tuesday for first time since political crisis: media office,1
25218,25218,South Africa's Ramaphosa gets most nominations ahead of ANC leadership vote,1
25219,25219,Former Egypt premier says he's 'fine' and still mulling election bid,1
25220,25220,Somalia's peacekeeping mission could be hurt by cut in force size: mission chief,1
25221,25221,Irish border row thwarts May bid to clinch Brexit trade deal,1
25222,25222,Finland should stay militarily non-aligned: prime minister,1
25223,25223,Spain's Supreme Court refuses bail for former Catalonia cabinet members,1
25224,25224,Saudis pledge $100 million to African anti-jihadist force: Mali,1
25225,25225,Bolivians spoil ballots in judicial vote to protest Morales,1
25226,25226,Factbox: Countdown to Brexit breakthrough?,1
25227,25227,"Scotland, Wales and London want special Brexit deal if Northern Ireland gets one",1
25228,25228,May heads for Brussels as last-minute Brexit talks go on,1
25229,25229,"Risks grow for Rohingya in Bangladesh's teeming, squalid camps",1
25230,25230,Uber joins forces with global public transport association,1
25231,25231,Fighting and air strikes in Yemen's Sanaa trap civilians and halt aid: U.N.,1
25232,25232,Irish PM 'surprised' that agreed Brexit border deal could not be concluded,1
25233,25233,Egyptian security forces kill five suspected militants in raid,1
25234,25234,Hadi calls on Yemenis to rise up against Houthis after Saleh's death - live speech,1
25235,25235,Militants kill U.N. peacekeeper in Central African Republic,1
25236,25236,Nine charged over links to banned Turkish group detained pending trial,1
25237,25237,Trump still weighing whether to recognize Jerusalem as Israel's capital: Kushner,1
25238,25238,German police check more suspicious parcels after Potsdam explosive package,1
25239,25239,The Battle against Islamic State,1
25240,25240,Britain and EU fail to agree Brexit deal on Monday: BBC,1
25241,25241,Kenya frees Odinga adviser arrested on suspicion of inciting violence,1
25242,25242,Bosnia must make reforms or EU window could close - Hahn,1
25243,25243,DUP leader spoke to PM May on Brexit border,1
25244,25244,Congo used exiled rebels to suppress anti-Kabila protests: report,1
25245,25245,"With Algeria's future uncertain, Macron unlikely to dwell on past during visit",1
25246,25246,Syrian walkout from talks 'an embarrassment to Russia': opposition,1
25247,25247,Corsica's nationalists press for autonomy talks after local vote,1
25248,25248,Russia to start registering some foreign media as 'foreign agents' this week: RIA,1
25249,25249,Irish PM statement on Brexit talks delayed,1
25250,25250,Hungary dismisses Estonian compromise offer on asylum-seekers,1
25251,25251,Former Yemeni strongman Saleh played his last hand and lost,1
25252,25252,Enter the 'petro': Venezuela to launch oil-backed cryptocurrency,1
25253,25253,"Northern Ireland must leave EU on same terms as rest of UK, DUP leader Foster says",1
25254,25254,Scotland's Sturgeon sees no reason not to get special Brexit deal like N.Ireland,1
25255,25255,Turkey says recognizing Jerusalem as capital would cause catastrophe,1
25256,25256,Russian prosecutors seek 10 years in jail for ex-economy minister: agencies,1
25257,25257,"Saleh was killed in RPG, gun attack on his car, Houthis say; party confirms death",1
25258,25258,"Houthi radio station says ex-president Saleh killed, party denies",1
25259,25259,"France, Germany want Iran to reverse ballistic missile program",1
25260,25260,Honduran electoral website shows president 1.59 percent points ahead,1
25261,25261,Brexit deal agreed on all Irish issues - Irish government sources,1
25262,25262,EU getting closer to starting trade talks with Britain in December: Tusk,1
25263,25263,"U.N. seeks humanitarian pause in Sanaa where streets ""battlegrounds""",1
25264,25264,Zimbabwe swears in first post-Mugabe cabinet,1
25265,25265,Belgian judge to decide on warrant for ex-Catalan leader on Dec. 14: lawyer,1
25266,25266,"Fiercest clashes yet in Sanaa, Yemen casualties growing: ICRC",1
25267,25267,Jordan sentences Syrian militant to death over border attack,1
25268,25268,Britain and EU agree to avoid hard border in Ireland-Daily Telegraph,1
25269,25269,Catalonia's pro-independence parties seen losing majority in election: poll,1
25270,25270,"France close to Qatar military, transport contracts:  presidential source",1
25271,25271,"Malta police arrest 10 suspects in murder of blogger, PM says",1
25272,25272,U.S. firms invited to bid for Saudi nuclear plants,1
25273,25273,Britain's Davis says vital that Brexit talks progress onto trade,1
25274,25274,Yemen's Houthis blow up ex-president Saleh's house,1
25275,25275,"With new plan, Swiss pin anti-extremism hopes on prevention",1
25276,25276,EU's Tusk cancels Mideast trip due to Brexit crunch,1
25277,25277,Moscow to respond to pressure on Russian media abroad: RIA,1
25278,25278,Irish government says significant progress on Brexit talks,1
25279,25279,Irish foreign minister says Brexit border breakthrough possible on Monday,1
25280,25280,CSU nominates right-winger as candidate for Bavaria state premier,1
25281,25281,"Syrian, Russian jets bomb residential areas in eastern Ghouta: witnesses, monitor",1
25282,25282,Indonesia president nominates air chief to replace controversial military head,1
25283,25283,Australian lawmaker proposes to same-sex partner on floor of parliament,1
25284,25284,France should know that Iran's missiles are not negotiable: spokesman,1
25285,25285,China says resurfacing tensions on Korean peninsula regrettable,1
25286,25286,Bounce for Australian PM as voters tire of leadership roundabout,1
25287,25287,"Earthquake strikes off Kermadec Islands, no tsunami warning",1
25288,25288,"After return home, former Egypt premier says still mulling election bid",1
25289,25289,Corsican nationalists surge in first round of French election,1
25290,25290,Former Egyptian premier says still considering presidential bid,1
25291,25291,Saudi-led air strikes support Yemen's Saleh as he shifts against Houthis,1
25292,25292,"U.N. chief urges end to air, ground assaults in Yemen",1
25293,25293,"Kenyan opposition says a strategist arrested, no reason given",1
25294,25294,U.S. quits talks on global migration pact over sovereignty clash,1
25295,25295,Lawyer for Egypt's ex-premier meets him at Cairo hotel: Facebook statement,1
25296,25296,German police say Potsdam explosive package not 'terrorism',1
25297,25297,U.N. seeking to evacuate aid workers from Yemen: sources tell Reuters,1
25298,25298,Families of lost Argentina submarine crew decry government response,1
25299,25299,Jordan begins diplomatic offensive ahead of Trump move on Jerusalem,1
25300,25300,Netanyahu orders redraft of law seen as protecting him,1
25301,25301,"Half of Britons support a second vote on Brexit, poll finds",1
25302,25302,Former key ally of Nigeria's Buhari joins opposition party,1
25303,25303,Qatari emir to attend Gulf summit despite row: foreign minister,1
25304,25304,Pentagon should move U.S. dependents out of South Korea due to North Korean threat: senator,1
25305,25305,Pope says his defense of Rohingya got through in Myanmar,1
25306,25306,"Fishing boat capsizes in South Korea, eight killed",1
25307,25307,"Cholera could resurge in Yemen due to lack of aid, fuel: WHO",1
25308,25308,Zuma says South Africa and Morocco will resume diplomatic ties: media,1
25309,25309,"As Brexit deal takes shape, Juncker to meet MEPs",1
25310,25310,Turkey's Erdogan says will not succumb to U.S. 'blackmail' over court case,1
25311,25311,Syrian Kurdish YPG says seized eastern region from Islamic State,1
25312,25312,Turkey's Erdogan says businessmen moving assets abroad are 'traitors',1
25313,25313,"Ireland says unclear if EU, UK can agree wording on border by Monday",1
25314,25314,"Zimbabwe truck accident kills 21, injures others",1
25315,25315,"European parliament not moving from Strasbourg, France says",1
25316,25316,Chinese police detain 11 over deadly Tianjin skyscraper fire,1
25317,25317,Nigeria puts fortress towns at heart of new Boko Haram strategy,1
25318,25318,UAE denies Yemen's Houthis have fired missile toward UAE,1
25319,25319,Yemen's Houthi group says fires missile toward Abu Dhabi nuclear reactor,1
25320,25320,British PM's social mobility board quits over failing the poor,1
25321,25321,Commander of Taliban 'special forces' killed in Afghanistan: officials,1
25322,25322,Mali's president contradicts French account of military strike,1
25323,25323,CIA chief Pompeo says he warned Iran's Soleimani over Iraq aggression,1
25324,25324,Embattled Australian PM says he will lead government to next election,1
25325,25325,Honduran army enforces curfew after vote count stalls,1
25326,25326,"Crime, casualties undermine U.S. gains on Afghan battlefield",1
25327,25327,"Tens of thousands of Israelis protest against Netanyahu, corruption",1
25328,25328,"Venezuela political talks end without deal, new meeting planned Dec. 15",1
25329,25329,Australian former deputy prime minister returns to parliament,1
25330,25330,Pope decries 'irrational' attitude towards nuclear weapons,1
25331,25331,Trump recognition of Jerusalem as Israeli capital would fuel violence: Arab League,1
25332,25332,Germany's far-right AfD chooses nationalist as co-leader,1
25333,25333,France's Macron calls on Iraq to dismantle all militias,1
25334,25334,Romanian protesters halt building of Xmas fair at protest site,1
25335,25335,Brazil environmentalist Marina Silva to run for president in 2018,1
25336,25336,Peru's business community sours on Kuczynski: survey,1
25337,25337,"Egyptian ex-PM Shafik arrives in Cairo, say airport sources",1
25338,25338,Middle East leaders paint 'dark picture' at Rome conference,1
25339,25339,Yemen's Saleh says ready for 'new page' with Saudi-led coalition,1
25340,25340,"UAE says Egyptian ex-premier Shafik left for Egypt, family still in UAE",1
25341,25341,Mattis eyes moving away from arming Syrian Kurdish fighters,1
25342,25342,"U.N. council to meet on North Korea rights abuses, nuclear program in December",1
25343,25343,Turkey's Erdogan says U.S. courts cannot put Turkey on trial,1
25344,25344,Suspected Boko Haram suicide bombers kill at least 13 in Nigeria: officials,1
25345,25345,Police arrest woman in Tanzania over video of same-sex kiss,1
25346,25346,Australia's former deputy PM wins by-election in coalition boost,1
25347,25347,Zimbabwe's Mnangagwa drops education minister after public outcry,1
25348,25348,Pope ends sensitive trip to Asia after seeking Rohingya forgiveness,1
25349,25349,Cambodian PM pulls back on threat to shut rights group founded by rival,1
25350,25350,Yemen's Saleh ready to turn new page if Saudi-led attacks end,1
25351,25351,Saudi-led coalition says confident Saleh's GPC to return to Arab fold,1
25352,25352,More Bali flights canceled on forecast of volcanic ash,1
25353,25353,"Cyclone batters southwestern India coast killing 14, many missing",1
25354,25354,Israeli missiles hit military post near Damascus: Syrian state TV,1
25355,25355,Israeli missiles hit military position near Damascus: Syrian state TV,1
25356,25356,Canadian judge suspends Quebec niqab ban,1
25357,25357,"One dead, scores arrested in unrest over delayed Honduran vote count",1
25358,25358,Venezuela arrests relative of powerful ex-oil boss Ramirez in graft probe,1
25359,25359,"Pleas to flee, a desperate video: Inside Venezuela's oil industry purge",1
25360,25360,"Coalition with Merkel not automatic, all options open: Germany's SPD",1
25361,25361,Kosovo PM removed from international arrest warrant: minister,1
25362,25362,"Venezuela government and foes resume talks, breakthrough unlikely",1
25363,25363,Trump likely to recognize Jerusalem as Israel's capital next week: official,1
25364,25364,Bosnian Croat war criminal Praljak killed himself with cyanide: prosecutors,1
25365,25365,"Turkish hunger striker found guilty of militant links, freed",1
25366,25366,German police secure nail-filled package found near Christmas market,1
25367,25367,"War crimes convict Praljak took cyanide, Dutch prosecutors say",1
25368,25368,"Egypt attack victims pray, mourn in Sinai mosque amid high security",1
25369,25369,Germany mulls new move to improve snooping on cars and apartments,1
25370,25370,Lebanon will only survive if Hezbollah disarms: Saudi minister,1
25371,25371,Ireland says Brexit border breakthrough 'doable' by December summit,1
25372,25372,EU says Irish to have final say as Brexit border deadline looms,1
25373,25373,No hike in Argentine defense spending despite sub tragedy: senator,1
25374,25374,Honduran presidential result due at 9 pm: electoral tribunal,1
25375,25375,"Seoul says North Korea puts Washington in range, but needs to prove critical technology",1
25376,25376,Russia calls U.S. threat to destroy North Korea a 'bloodthirsty tirade',1
25377,25377,Trump: China's North Korea diplomacy appears to have 'no impact on Little Rocket Man',1
25378,25378,"North Korea won't disarm, says Russian delegation to Pyongyang: RIA",1
25379,25379,Scientists identify remains of 88 Argentine soldiers on Falklands,1
25380,25380,"Syrian government negotiator quits Geneva talks, says may not return",1
25381,25381,"Turkey casts Zarrab case as attempt to undermine its politics, economy",1
25382,25382,Turkey to seize assets of gold trader testifying in U.S. court: Anadolu,1
25383,25383,U.N. aid chief appeals for full lifting of Yemen blockade,1
25384,25384,Former Catalan cabinet members appear before Supreme Court,1
25385,25385,Ethnic clash in Nigeria leaves four police officers dead: official,1
25386,25386,UK must produce 'credible' border plan to unlock Brexit talks: Irish PM,1
25387,25387,Turkey's Erdogan to make historic visit to Greece next week,1
25388,25388,"After quitting talks, Syrian government envoy blames Saudis",1
25389,25389,Zimbabwe's military muscles into first post-Mugabe cabinet,1
25390,25390,"Pope holds emotional meeting with refugees, says ""Rohingya"" for first time",1
25391,25391,UK's Prince Harry and fiancee Markle delight crowd on first official walkabout,1
25392,25392,"Fearing for post-Brexit prosperity and peace, farmers demand invisible Irish border",1
25393,25393,Suspected al Qaeda fighters among four Syrians arrested in Netherlands: prosecutors,1
25394,25394,U.S. firms push Washington to restart nuclear pact talks with Riyadh: sources,1
25395,25395,Russian bombers hit targets in Syria's Deir al-Zor province,1
25396,25396,Egyptian billionaire denounces Saudi corruption crackdown,1
25397,25397,Three migrants die in boat accident off Morocco: official,1
25398,25398,Nine killed as burqa-clad Taliban attack Pakistani college,1
25399,25399,Turkey seeks arrest of ex-CIA officer over suspected coup links: Hurriyet,1
25400,25400,Russian parliament to discuss ban on access for U.S. media: RIA,1
25401,25401,U.S. Russia envoy cancels trip saying Russian officials won't meet him,1
25402,25402,"Syrian Kurds hold local elections, press on with autonomy plans",1
25403,25403,Zimbabwe court postpones former finmin Chombo bail hearing-state radio,1
25404,25404,"Charity shop customers leave empty-handed, refugees benefit",1
25405,25405,Turks flock to social media for gold trader sanctions case,1
25406,25406,Syrian rebels down army helicopter in southwest: Observatory,1
25407,25407,Germany withdraws diplomat from North Korea,1
